term	valence	score	score-socal	POS
smashed	negative	-0.4	-2	ajdective
smashed-up	negative	-0.4	-2	ajdective
soggy	negative	-0.4	-2	ajdective
sore	negative	-0.4	-2	ajdective
sour	negative	-0.4	-2	ajdective
spastic	negative	-0.4	-2	ajdective
spoon-fed	negative	-0.4	-2	ajdective
spongy	negative	-0.4	-2	ajdective
spotty	negative	-0.4	-2	ajdective
sprawling	negative	-0.4	-2	ajdective
squeaky	negative	-0.4	-2	ajdective
squeamish	negative	-0.4	-2	ajdective
stale	negative	-0.4	-2	ajdective
stand-offish	negative	-0.4	-2	ajdective
star-crossed	negative	-0.4	-2	ajdective
strange	negative	-0.4	-2	ajdective
strangely-shaped	negative	-0.4	-2	ajdective
strenous	negative	-0.4	-2	ajdective
strict	negative	-0.4	-2	ajdective
stubby	negative	-0.4	-2	ajdective
sub-average	negative	-0.4	-2	ajdective
sub-par	negative	-0.4	-2	ajdective
sub-plot	negative	-0.4	-2	ajdective
surly	negative	-0.4	-2	ajdective
suspicious	negative	-0.4	-2	ajdective
sweltering	negative	-0.4	-2	ajdective
temperamental	negative	-0.4	-2	ajdective
tempermental	negative	-0.4	-2	ajdective
tense	negative	-0.4	-2	ajdective
tepid	negative	-0.4	-2	ajdective
thankless	negative	-0.4	-2	ajdective
thoughtless	negative	-0.4	-2	ajdective
throw-back	negative	-0.4	-2	ajdective
thugged-out	negative	-0.4	-2	ajdective
tiresome	negative	-0.4	-2	ajdective
troubled	negative	-0.4	-2	ajdective
touchy	negative	-0.4	-2	ajdective
tough	negative	-0.4	-2	ajdective
touristy	negative	-0.4	-2	ajdective
tumultuous	negative	-0.4	-2	ajdective
unappealing	negative	-0.4	-2	ajdective
unappropriate	negative	-0.4	-2	ajdective
unattended	negative	-0.4	-2	ajdective
unauthentic	negative	-0.4	-2	ajdective
unavailable	negative	-0.4	-2	ajdective
unbelievable	negative	-0.4	-2	ajdective
uncaring	negative	-0.4	-2	ajdective
uncomfortable	negative	-0.4	-2	ajdective
uncontrollable	negative	-0.4	-2	ajdective
unconvinced	negative	-0.4	-2	ajdective
unconvincing	negative	-0.4	-2	ajdective
uncreative	negative	-0.4	-2	ajdective
unfair	negative	-0.4	-2	ajdective
unfamiliar	negative	-0.4	-2	ajdective
unfortunate	negative	-0.4	-2	ajdective
unfriendly	negative	-0.4	-2	ajdective
un-funny	negative	-0.4	-2	ajdective
unfunny	negative	-0.4	-2	ajdective
un-gentle	negative	-0.4	-2	ajdective
unhurried	negative	-0.4	-2	ajdective
unimaginative	negative	-0.4	-2	ajdective
unimpressed	negative	-0.4	-2	ajdective
unimpressive	negative	-0.4	-2	ajdective
uninspired	negative	-0.4	-2	ajdective
unintelligent	negative	-0.4	-2	ajdective
unjust	negative	-0.4	-2	ajdective
unkempt	negative	-0.4	-2	ajdective
unmoving	negative	-0.4	-2	ajdective
unnerving	negative	-0.4	-2	ajdective
unoriginal	negative	-0.4	-2	ajdective
unprepared	negative	-0.4	-2	ajdective
unrefined	negative	-0.4	-2	ajdective
unrelenting	negative	-0.4	-2	ajdective
unremarkable	negative	-0.4	-2	ajdective
unsavory	negative	-0.4	-2	ajdective
un-satisfied	negative	-0.4	-2	ajdective
unshaven	negative	-0.4	-2	ajdective
unsuspecting	negative	-0.4	-2	ajdective
untrue	negative	-0.4	-2	ajdective
unwelcome	negative	-0.4	-2	ajdective
unwilling	negative	-0.4	-2	ajdective
unworthy	negative	-0.4	-2	ajdective
vague	negative	-0.4	-2	ajdective
violent	negative	-0.4	-2	ajdective
vulnerable	negative	-0.4	-2	ajdective
watered-down	negative	-0.4	-2	ajdective
weak	negative	-0.4	-2	ajdective
weirdish	negative	-0.4	-2	ajdective
wooden	negative	-0.4	-2	ajdective
woody	negative	-0.4	-2	ajdective
wrong	negative	-0.4	-2	ajdective
wrongful	negative	-0.4	-2	ajdective
booted	negative	-0.4	-2	ajdective
cheesy	negative	-0.4	-2	ajdective
difficult	negative	-0.4	-2	ajdective
generic	negative	-0.4	-2	ajdective
inappropriate	negative	-0.4	-2	ajdective
mediocre	negative	-0.4	-2	ajdective
melodramatic	negative	-0.4	-2	ajdective
predictable	negative	-0.4	-2	ajdective
uninteresting	negative	-0.4	-2	ajdective
sinful	negative	-0.4	-2	ajdective
indulgent	negative	-0.4	-2	ajdective
in-flight	negative	-0.4	-2	ajdective
queasy	negative	-0.4	-2	ajdective
ingenuous	negative	-0.4	-2	ajdective
acute	negative	-0.4	-2	ajdective
balky	negative	-0.4	-2	ajdective
busted	negative	-0.4	-2	ajdective
characterless	negative	-0.4	-2	ajdective
commonplace	negative	-0.4	-2	ajdective
conformist	negative	-0.4	-2	ajdective
esoteric	negative	-0.4	-2	ajdective
flat-footed	negative	-0.4	-2	ajdective
half-naked	negative	-0.4	-2	ajdective
high-sounding	negative	-0.4	-2	ajdective
horny	negative	-0.4	-2	ajdective
indifferent	negative	-0.4	-2	ajdective
laden	negative	-0.4	-2	ajdective
lubricious	negative	-0.4	-2	ajdective
mere	negative	-0.4	-2	ajdective
patriarchal	negative	-0.4	-2	ajdective
pseudo	negative	-0.4	-2	ajdective
second-rate	negative	-0.4	-2	ajdective
stagy	negative	-0.4	-2	ajdective
susceptible	negative	-0.4	-2	ajdective
uneducated	negative	-0.4	-2	ajdective
unwanted	negative	-0.4	-2	ajdective
would-be	negative	-0.4	-2	ajdective
unsettling	negative	-0.4	-2	ajdective
promiscuous	negative	-0.4	-2	ajdective
antipathetic	negative	-0.4	-2	ajdective
self-defeating	negative	-0.4	-2	ajdective
heartbreaking	negative	-0.4	-2	ajdective
oafish	negative	-0.4	-2	ajdective
vacuous	negative	-0.4	-2	ajdective
indecipherable	negative	-0.4	-2	ajdective
psychopathic	negative	-0.4	-2	ajdective
incomprehensible	negative	-0.4	-2	ajdective
ill-conceived	negative	-0.4	-2	ajdective
sluttish	negative	-0.4	-2	ajdective
heartless	negative	-0.4	-2	ajdective
blander-than-bland	negative	-0.4	-2	ajdective
one-sided	negative	-0.4	-2	ajdective
hollow	negative	-0.4	-2	ajdective
puritanical	negative	-0.4	-2	ajdective
one-dimensional	negative	-0.4	-2	ajdective
shamelessly	negative	-0.4	-2	ajdective
frivolous	negative	-0.4	-2	ajdective
cloying	negative	-0.4	-2	ajdective
clueless	negative	-0.4	-2	ajdective
frothy	negative	-0.4	-2	ajdective
depressing	negative	-0.4	-2	ajdective
catatonic	negative	-0.4	-2	ajdective
sullen	negative	-0.4	-2	ajdective
ineffective	negative	-0.4	-2	ajdective
sociopathic	negative	-0.4	-2	ajdective
morose	negative	-0.4	-2	ajdective
berserk	negative	-0.4	-2	ajdective
not_enough	negative	-0.4	-2	ajdective
whiny	negative	-0.4	-2	ajdective
struggling	negative	-0.4	-2	ajdective
cramped	negative	-0.4	-2	ajdective
spartan	negative	-0.4	-2	ajdective
no-name	negative	-0.4	-2	ajdective
daunting	negative	-0.4	-2	ajdective
matronly	negative	-0.4	-2	ajdective
meandering	negative	-0.4	-2	ajdective
clichéd	negative	-0.4	-2	ajdective
crude	negative	-0.4	-2	ajdective
uptight	negative	-0.4	-2	ajdective
unsupported	negative	-0.4	-2	ajdective
unsatisfactory	negative	-0.4	-2	ajdective
unsafe	negative	-0.4	-2	ajdective
unfulfilled	negative	-0.4	-2	ajdective
strained	negative	-0.4	-2	ajdective
predatory	negative	-0.4	-2	ajdective
powerless	negative	-0.4	-2	ajdective
poisonous	negative	-0.4	-2	ajdective
outmoded	negative	-0.4	-2	ajdective
invasive	negative	-0.4	-2	ajdective
intractible	negative	-0.4	-2	ajdective
ineffectual	negative	-0.4	-2	ajdective
imprecision	negative	-0.4	-2	ajdective
impersonal	negative	-0.4	-2	ajdective
hasty	negative	-0.4	-2	ajdective
feeble	negative	-0.4	-2	ajdective
dinky	negative	-0.4	-2	ajdective
deformed	negative	-0.4	-2	ajdective
alienated	negative	-0.4	-2	ajdective
vain	negative	-0.4	-2	ajdective
unwise	negative	-0.4	-2	ajdective
untruthful	negative	-0.4	-2	ajdective
untrustworthy	negative	-0.4	-2	ajdective
untenable	negative	-0.4	-2	ajdective
unsound	negative	-0.4	-2	ajdective
unpopular	negative	-0.4	-2	ajdective
unnerved	negative	-0.4	-2	ajdective
ungrateful	negative	-0.4	-2	ajdective
unfit	negative	-0.4	-2	ajdective
unfaithful	negative	-0.4	-2	ajdective
undesirable	negative	-0.4	-2	ajdective
undependable	negative	-0.4	-2	ajdective
uncivilized	negative	-0.4	-2	ajdective
tiring	negative	-0.4	-2	ajdective
spurious	negative	-0.4	-2	ajdective
spiritless	negative	-0.4	-2	ajdective
sobering	negative	-0.4	-2	ajdective
smutty	negative	-0.4	-2	ajdective
smug	negative	-0.4	-2	ajdective
self-serving	negative	-0.4	-2	ajdective
scummy	negative	-0.4	-2	ajdective
reproachful	negative	-0.4	-2	ajdective
reckless	negative	-0.4	-2	ajdective
recalcitrant	negative	-0.4	-2	ajdective
ramshackle	negative	-0.4	-2	ajdective
quarrelsome	negative	-0.4	-2	ajdective
prejudicial	negative	-0.4	-2	ajdective
petty	negative	-0.4	-2	ajdective
perturbed	negative	-0.4	-2	ajdective
panicky	negative	-0.4	-2	ajdective
paltry	negative	-0.4	-2	ajdective
overworked	negative	-0.4	-2	ajdective
overblown	negative	-0.4	-2	ajdective
malcontent	negative	-0.4	-2	ajdective
malcontented	negative	-0.4	-2	ajdective
loveless	negative	-0.4	-2	ajdective
licentious	negative	-0.4	-2	ajdective
lewd	negative	-0.4	-2	ajdective
lacking	negative	-0.4	-2	ajdective
kaput	negative	-0.4	-2	ajdective
juandiced	negative	-0.4	-2	ajdective
irritated	negative	-0.4	-2	ajdective
irresponsible	negative	-0.4	-2	ajdective
irreconcilable	negative	-0.4	-2	ajdective
insulted	negative	-0.4	-2	ajdective
insincere	negative	-0.4	-2	ajdective
inhospitable	negative	-0.4	-2	ajdective
inexorable	negative	-0.4	-2	ajdective
inequitable	negative	-0.4	-2	ajdective
inefficacious	negative	-0.4	-2	ajdective
impertinent	negative	-0.4	-2	ajdective
impaired	negative	-0.4	-2	ajdective
ill-treated	negative	-0.4	-2	ajdective
harmful	negative	-0.4	-2	ajdective
gullible	negative	-0.4	-2	ajdective
grating	negative	-0.4	-2	ajdective
glum	negative	-0.4	-2	ajdective
frazzled	negative	-0.4	-2	ajdective
fraught	negative	-0.4	-2	ajdective
foolhardy	negative	-0.4	-2	ajdective
feebleminded	negative	-0.4	-2	ajdective
downcast	negative	-0.4	-2	ajdective
divisive	negative	-0.4	-2	ajdective
disturbed	negative	-0.4	-2	ajdective
distrustful	negative	-0.4	-2	ajdective
disruptive	negative	-0.4	-2	ajdective
disloyal	negative	-0.4	-2	ajdective
disparaging	negative	-0.4	-2	ajdective
discriminatory	negative	-0.4	-2	ajdective
discontent	negative	-0.4	-2	ajdective
detrimental	negative	-0.4	-2	ajdective
deprived	negative	-0.4	-2	ajdective
dejected	negative	-0.4	-2	ajdective
degrading	negative	-0.4	-2	ajdective
degenerate	negative	-0.4	-2	ajdective
cutthroat	negative	-0.4	-2	ajdective
cross	negative	-0.4	-2	ajdective
condescending	negative	-0.4	-2	ajdective
coercive	negative	-0.4	-2	ajdective
cheerless	negative	-0.4	-2	ajdective
capricious	negative	-0.4	-2	ajdective
byzantine	negative	-0.4	-2	ajdective
burdensome	negative	-0.4	-2	ajdective
bogus	negative	-0.4	-2	ajdective
blameworthy	negative	-0.4	-2	ajdective
bitter	negative	-0.4	-2	ajdective
bewildering	negative	-0.4	-2	ajdective
bewildered	negative	-0.4	-2	ajdective
baseless	negative	-0.4	-2	ajdective
barren	negative	-0.4	-2	ajdective
autorcratic	negative	-0.4	-2	ajdective
antagonistic	negative	-0.4	-2	ajdective
annoyed	negative	-0.4	-2	ajdective
aggrieved	negative	-0.4	-2	ajdective
acrimonious	negative	-0.4	-2	ajdective
acrid	negative	-0.4	-2	ajdective
irrational 	negative	-0.4	-2	ajdective
arrogant	negative	-0.6	-3	ajdective
debilitating	negative	-0.6	-3	ajdective
desolate	negative	-0.6	-3	ajdective
snot-nosed	negative	-0.6	-3	ajdective
wack	negative	-0.6	-3	ajdective
wacked	negative	-0.6	-3	ajdective
absurd	negative	-0.6	-3	ajdective
afraid	negative	-0.6	-3	ajdective
aggressive	negative	-0.6	-3	ajdective
amenity-poor	negative	-0.6	-3	ajdective
anemic	negative	-0.6	-3	ajdective
angry	negative	-0.6	-3	ajdective
anticlimatic	negative	-0.6	-3	ajdective
anti-climatic	negative	-0.6	-3	ajdective
ashamed	negative	-0.6	-3	ajdective
awkward	negative	-0.6	-3	ajdective
b-movie	negative	-0.6	-3	ajdective
bad	negative	-0.6	-3	ajdective
baked-on	negative	-0.6	-3	ajdective
bizarre	negative	-0.6	-3	ajdective
blatant	negative	-0.6	-3	ajdective
bleak	negative	-0.6	-3	ajdective
blind	negative	-0.6	-3	ajdective
blinding	negative	-0.6	-3	ajdective
bloated	negative	-0.6	-3	ajdective
bored	negative	-0.6	-3	ajdective
boring	negative	-0.6	-3	ajdective
bothersome	negative	-0.6	-3	ajdective
brainless	negative	-0.6	-3	ajdective
brassy	negative	-0.6	-3	ajdective
brazen	negative	-0.6	-3	ajdective
brittle	negative	-0.6	-3	ajdective
canned	negative	-0.6	-3	ajdective
canned-tasting	negative	-0.6	-3	ajdective
caustic	negative	-0.6	-3	ajdective
cheeky	negative	-0.6	-3	ajdective
childish	negative	-0.6	-3	ajdective
chronic	negative	-0.6	-3	ajdective
cliched	negative	-0.6	-3	ajdective
contrived	negative	-0.6	-3	ajdective
corrupt	negative	-0.6	-3	ajdective
cover-ups	negative	-0.6	-3	ajdective
cpu-intensive	negative	-0.6	-3	ajdective
cpu-sapping	negative	-0.6	-3	ajdective
cranky	negative	-0.6	-3	ajdective
crass	negative	-0.6	-3	ajdective
creepy	negative	-0.6	-3	ajdective
cynical	negative	-0.6	-3	ajdective
dangerous	negative	-0.6	-3	ajdective
dead	negative	-0.6	-3	ajdective
decrepit	negative	-0.6	-3	ajdective
defective	negative	-0.6	-3	ajdective
defiant	negative	-0.6	-3	ajdective
deficient	negative	-0.6	-3	ajdective
dense	negative	-0.6	-3	ajdective
devious	negative	-0.6	-3	ajdective
dilapidated	negative	-0.6	-3	ajdective
dingy	negative	-0.6	-3	ajdective
direct-to-video	negative	-0.6	-3	ajdective
dirty	negative	-0.6	-3	ajdective
disappointing	negative	-0.6	-3	ajdective
disturbing	negative	-0.6	-3	ajdective
dumb	negative	-0.6	-3	ajdective
dysfunctional	negative	-0.6	-3	ajdective
envious	negative	-0.6	-3	ajdective
falls-off	negative	-0.6	-3	ajdective
far-fetched	negative	-0.6	-3	ajdective
fat	negative	-0.6	-3	ajdective
faulty	negative	-0.6	-3	ajdective
fearsome	negative	-0.6	-3	ajdective
fever-wracked	negative	-0.6	-3	ajdective
forgettable	negative	-0.6	-3	ajdective
foul-mouthed	negative	-0.6	-3	ajdective
fraudulent	negative	-0.6	-3	ajdective
freeze-ups	negative	-0.6	-3	ajdective
frigid	negative	-0.6	-3	ajdective
fucked	negative	-0.6	-3	ajdective
gaudy	negative	-0.6	-3	ajdective
glazed-eyed	negative	-0.6	-3	ajdective
gloomy	negative	-0.6	-3	ajdective
god-knows-what	negative	-0.6	-3	ajdective
grim	negative	-0.6	-3	ajdective
grimy	negative	-0.6	-3	ajdective
gross	negative	-0.6	-3	ajdective
gross-out	negative	-0.6	-3	ajdective
gutless	negative	-0.6	-3	ajdective
half-assed	negative	-0.6	-3	ajdective
half-drunk	negative	-0.6	-3	ajdective
haphazard	negative	-0.6	-3	ajdective
hap-hazard	negative	-0.6	-3	ajdective
heavy-handed	negative	-0.6	-3	ajdective
horror	negative	-0.6	-3	ajdective
hushed	negative	-0.6	-3	ajdective
hysteric	negative	-0.6	-3	ajdective
ignorant	negative	-0.6	-3	ajdective
ill-advised	negative	-0.6	-3	ajdective
illegitimate	negative	-0.6	-3	ajdective
impatient	negative	-0.6	-3	ajdective
impotent	negative	-0.6	-3	ajdective
impulsive	negative	-0.6	-3	ajdective
incompetent	negative	-0.6	-3	ajdective
inconvenient	negative	-0.6	-3	ajdective
insane	negative	-0.6	-3	ajdective
insurmountable	negative	-0.6	-3	ajdective
in-your-face	negative	-0.6	-3	ajdective
isolating	negative	-0.6	-3	ajdective
jaded	negative	-0.6	-3	ajdective
laborious	negative	-0.6	-3	ajdective
line-up	negative	-0.6	-3	ajdective
loud-mouth	negative	-0.6	-3	ajdective
lowly	negative	-0.6	-3	ajdective
mean-spirited	negative	-0.6	-3	ajdective
melted-looking	negative	-0.6	-3	ajdective
menacing	negative	-0.6	-3	ajdective
mind-numbing	negative	-0.6	-3	ajdective
misogynistic	negative	-0.6	-3	ajdective
moldy	negative	-0.6	-3	ajdective
money-hungry	negative	-0.6	-3	ajdective
monotonous	negative	-0.6	-3	ajdective
morbid	negative	-0.6	-3	ajdective
neurotic	negative	-0.6	-3	ajdective
non-functional	negative	-0.6	-3	ajdective
non-functioning	negative	-0.6	-3	ajdective
oblivious	negative	-0.6	-3	ajdective
obnoxious	negative	-0.6	-3	ajdective
ominous	negative	-0.6	-3	ajdective
outlandish	negative	-0.6	-3	ajdective
over-acting	negative	-0.6	-3	ajdective
over-priced	negative	-0.6	-3	ajdective
over-rated	negative	-0.6	-3	ajdective
over-the-top	negative	-0.6	-3	ajdective
overwrought	negative	-0.6	-3	ajdective
painstaking	negative	-0.6	-3	ajdective
parasitic	negative	-0.6	-3	ajdective
plodding	negative	-0.6	-3	ajdective
porky-looking	negative	-0.6	-3	ajdective
preservative-laden	negative	-0.6	-3	ajdective
pretentious	negative	-0.6	-3	ajdective
pretty-boy	negative	-0.6	-3	ajdective
problematic	negative	-0.6	-3	ajdective
prohibitive	negative	-0.6	-3	ajdective
rakish	negative	-0.6	-3	ajdective
revengeful	negative	-0.6	-3	ajdective
rickety	negative	-0.6	-3	ajdective
ridiculous	negative	-0.6	-3	ajdective
riff-raff	negative	-0.6	-3	ajdective
rude	negative	-0.6	-3	ajdective
rusted	negative	-0.6	-3	ajdective
rust-prone	negative	-0.6	-3	ajdective
rusty	negative	-0.6	-3	ajdective
savage	negative	-0.6	-3	ajdective
scary	negative	-0.6	-3	ajdective
scheming	negative	-0.6	-3	ajdective
schizophrenic	negative	-0.6	-3	ajdective
seedy	negative	-0.6	-3	ajdective
see-through	negative	-0.6	-3	ajdective
self-hatred	negative	-0.6	-3	ajdective
selfish	negative	-0.6	-3	ajdective
self-mutilating	negative	-0.6	-3	ajdective
senseless	negative	-0.6	-3	ajdective
sex-and-booze-drenched	negative	-0.6	-3	ajdective
shameful	negative	-0.6	-3	ajdective
shameless	negative	-0.6	-3	ajdective
sharp-cornered	negative	-0.6	-3	ajdective
shoddy	negative	-0.6	-3	ajdective
shrill	negative	-0.6	-3	ajdective
sick	negative	-0.6	-3	ajdective
sickly	negative	-0.6	-3	ajdective
sinister	negative	-0.6	-3	ajdective
skippable	negative	-0.6	-3	ajdective
slavish	negative	-0.6	-3	ajdective
sleazy	negative	-0.6	-3	ajdective
sleepless	negative	-0.6	-3	ajdective
slimy	negative	-0.6	-3	ajdective
sloppy	negative	-0.6	-3	ajdective
sorry	negative	-0.6	-3	ajdective
spoiled	negative	-0.6	-3	ajdective
stagnant	negative	-0.6	-3	ajdective
stillborn	negative	-0.6	-3	ajdective
stinky	negative	-0.6	-3	ajdective
stubborn	negative	-0.6	-3	ajdective
stuck-on	negative	-0.6	-3	ajdective
stuffy	negative	-0.6	-3	ajdective
subversive	negative	-0.6	-3	ajdective
super-violent	negative	-0.6	-3	ajdective
tacky	negative	-0.6	-3	ajdective
tasteless	negative	-0.6	-3	ajdective
tedious	negative	-0.6	-3	ajdective
terminal	negative	-0.6	-3	ajdective
terrifying	negative	-0.6	-3	ajdective
tossable	negative	-0.6	-3	ajdective
tragic	negative	-0.6	-3	ajdective
trashy	negative	-0.6	-3	ajdective
troublesome	negative	-0.6	-3	ajdective
turbulent	negative	-0.6	-3	ajdective
turgid	negative	-0.6	-3	ajdective
two-faced	negative	-0.6	-3	ajdective
ultra-conservative	negative	-0.6	-3	ajdective
unattractive	negative	-0.6	-3	ajdective
unbearable	negative	-0.6	-3	ajdective
unclean	negative	-0.6	-3	ajdective
unenjoyable	negative	-0.6	-3	ajdective
unesthetic	negative	-0.6	-3	ajdective
unethical	negative	-0.6	-3	ajdective
unfavorable	negative	-0.6	-3	ajdective
unforgiving	negative	-0.6	-3	ajdective
unhappy	negative	-0.6	-3	ajdective
unhealthy	negative	-0.6	-3	ajdective
unhelpful	negative	-0.6	-3	ajdective
unlikable	negative	-0.6	-3	ajdective
unpleasant	negative	-0.6	-3	ajdective
unsightly	negative	-0.6	-3	ajdective
unwarranted	negative	-0.6	-3	ajdective
unwatchable	negative	-0.6	-3	ajdective
vindictive	negative	-0.6	-3	ajdective
whiney	negative	-0.6	-3	ajdective
whiny	negative	-0.6	-3	ajdective
wishy-washy	negative	-0.6	-3	ajdective
wobbly	negative	-0.6	-3	ajdective
wrecked	negative	-0.6	-3	ajdective
bitchy	negative	-0.6	-3	ajdective
desultory	negative	-0.6	-3	ajdective
low-grade	negative	-0.6	-3	ajdective
trite	negative	-0.6	-3	ajdective
vulgar	negative	-0.6	-3	ajdective
dim-witted	negative	-0.6	-3	ajdective
formulaic	negative	-0.6	-3	ajdective
incendiary	negative	-0.6	-3	ajdective
interminable	negative	-0.6	-3	ajdective
mad	negative	-0.6	-3	ajdective
meaningless	negative	-0.6	-3	ajdective
head-nod-inducing	negative	-0.6	-3	ajdective
boresome	negative	-0.6	-3	ajdective
boy-bait	negative	-0.6	-3	ajdective
diminutive	negative	-0.6	-3	ajdective
graphic	negative	-0.6	-3	ajdective
hypocritical	negative	-0.6	-3	ajdective
invective	negative	-0.6	-3	ajdective
menial	negative	-0.6	-3	ajdective
third-rate	negative	-0.6	-3	ajdective
senile	negative	-0.6	-3	ajdective
soft-porn	negative	-0.6	-3	ajdective
sordid	negative	-0.6	-3	ajdective
exasperating	negative	-0.6	-3	ajdective
b-grade	negative	-0.6	-3	ajdective
near-pornographic	negative	-0.6	-3	ajdective
bone-headed	negative	-0.6	-3	ajdective
inferior	negative	-0.6	-3	ajdective
groan-inducing	negative	-0.6	-3	ajdective
moronic	negative	-0.6	-3	ajdective
masochistic	negative	-0.6	-3	ajdective
rabid	negative	-0.6	-3	ajdective
anticlimactic	negative	-0.6	-3	ajdective
manipulative	negative	-0.6	-3	ajdective
goddamned	negative	-0.6	-3	ajdective
infantile	negative	-0.6	-3	ajdective
least_favorite	negative	-0.6	-3	ajdective
(full)_of_PRP	negative	-0.6	-3	ajdective
unholy	negative	-0.6	-3	ajdective
shitty	negative	-0.6	-3	ajdective
obselete	negative	-0.6	-3	ajdective
