term	valence	score	POS
tight	positive	0.125	a
sheltered	positive	0.125	a
sheltered	negative	-0.875	a
untouchable	negative	-0.125	a
wanted	positive	0.625	a
desired	positive	0.5	a
craved	positive	0.5	a
hot	negative	-0.125	a
yearned-for	positive	0.625	a
wished-for	positive	0.625	a
longed-for	positive	0.625	a
sought-after	positive	0.125	a
sought	positive	0.125	a
unwanted	negative	-0.25	a
abdicable	positive	0.5	a
abdicable	negative	-0.125	a
outcaste	negative	-0.625	a
casteless	negative	-0.625	a
uncalled-for	negative	-0.625	a
unclaimed	negative	-0.625	a
unsought	negative	-0.375	a
undesired	negative	-0.375	a
unwished-for	positive	0.125	a
unwished-for	negative	-0.375	a
unwished	positive	0.125	a
unwished	negative	-0.375	a
unwelcome	positive	0.125	a
unwelcome	negative	-0.375	a
warm	positive	0.5	a
warm	negative	-0.125	a
tepid	positive	0.375	a
tepid	negative	-0.375	a
lukewarm	positive	0.375	a
lukewarm	negative	-0.375	a
warmed	positive	0.125	a
cool	positive	0.25	a
cool	negative	-0.125	a
caller	positive	0.125	a
warm	positive	0.125	a
warm	negative	-0.25	a
cordial	positive	0.25	a
cordial	negative	-0.5	a
hearty	positive	0.5	a
hearty	negative	-0.25	a
cool	positive	0.5	a
cool	negative	-0.5	a
unresponsive	positive	0.25	a
unresponsive	negative	-0.375	a
cold	positive	0.25	a
cold	negative	-0.5	a
cold-blooded	negative	-0.25	a
warmhearted	positive	0.5	a
warmhearted	negative	-0.375	a
coldhearted	positive	0.25	a
coldhearted	negative	-0.25	a
brittle	positive	0.5	a
brittle	negative	-0.125	a
washable	positive	0.625	a
wash-and-wear	negative	-0.375	a
drip-dry	negative	-0.375	a
nonwashable	positive	0.25	a
nonwashable	negative	-0.25	a
waxed	negative	-0.25	a
unwaxed	negative	-0.25	a
acceleratory	positive	0.125	a
acceleratory	negative	-0.25	a
accelerative	positive	0.125	a
accelerative	negative	-0.25	a
accretionary	negative	-0.375	a
accretive	negative	-0.25	a
maximizing	positive	0.25	a
maximising	positive	0.25	a
multiplicative	negative	-0.125	a
profit-maximizing	positive	0.25	a
profit-maximising	positive	0.25	a
raising	positive	0.125	a
decreasing	negative	-0.25	a
depreciatory	positive	0.125	a
depreciatory	negative	-0.25	a
depreciative	positive	0.125	a
depreciative	negative	-0.25	a
depreciating	positive	0.125	a
depreciating	negative	-0.25	a
detractive	positive	0.375	a
detractive	negative	-0.5	a
diminishing	positive	0.25	a
diminishing	negative	-0.125	a
falling	negative	-0.125	a
allargando	positive	0.25	a
inflationary	positive	0.125	a
inflationary	negative	-0.25	a
deflationary	positive	0.125	a
unweaned	negative	-0.25	a
wearable	positive	0.375	a
wearable	negative	-0.125	a
unwearable	positive	0.125	a
unwearable	negative	-0.625	a
weedy	negative	-0.375	a
weedless	positive	0.5	a
weedless	negative	-0.125	a
welcome	positive	0.5	a
unwelcome	negative	-0.75	a
uninvited	negative	-0.375	a
well	positive	0.75	a
symptomless	positive	0.375	a
symptomless	negative	-0.625	a
asymptomatic	positive	0.375	a
asymptomatic	negative	-0.625	a
recovered	positive	0.625	a
recovered	negative	-0.375	a
healed	positive	0.625	a
healed	negative	-0.375	a
cured	positive	0.625	a
cured	negative	-0.375	a
sick	positive	0.125	a
sick	negative	-0.75	a
ill	positive	0.125	a
ill	negative	-0.75	a
stricken	positive	0.125	a
stricken	negative	-0.5	a
afflicted	positive	0.125	a
afflicted	negative	-0.5	a
aguish	positive	0.125	a
aguish	negative	-0.5	a
unwell	negative	-0.625	a
under the weather	negative	-0.625	a
sickly	negative	-0.625	a
seedy	negative	-0.625	a
poorly	negative	-0.625	a
peaked	negative	-0.625	a
indisposed	negative	-0.625	a
ailing	negative	-0.625	a
seasick	negative	-0.5	a
carsick	negative	-0.5	a
airsick	negative	-0.5	a
air sick	negative	-0.5	a
autistic	negative	-0.75	a
sick-abed	negative	-0.125	a
bedridden	negative	-0.125	a
bedrid	negative	-0.125	a
bedfast	negative	-0.125	a
livery	negative	-0.75	a
liverish	negative	-0.75	a
bilious	negative	-0.75	a
bronchitic	negative	-0.625	a
consumptive	negative	-0.75	a
recovering	positive	0.5	a
recovering	negative	-0.25	a
convalescent	positive	0.5	a
convalescent	negative	-0.25	a
hallucinating	negative	-0.625	a
delirious	negative	-0.625	a
diabetic	negative	-0.625	a
woozy	negative	-0.75	a
vertiginous	negative	-0.75	a
giddy	negative	-0.75	a
dizzy	negative	-0.75	a
dyspeptic	negative	-0.75	a
swooning	positive	0.125	a
swooning	negative	-0.125	a
lightheaded	positive	0.125	a
lightheaded	negative	-0.125	a
light-headed	positive	0.125	a
light-headed	negative	-0.125	a
light	positive	0.125	a
light	negative	-0.125	a
faint	positive	0.125	a
faint	negative	-0.125	a
feverous	negative	-0.5	a
feverish	negative	-0.5	a
funny	negative	-0.5	a
gouty	negative	-0.625	a
green	negative	-0.75	a
laid up	negative	-0.875	a
sickish	negative	-0.5	a
sick	negative	-0.5	a
queasy	negative	-0.5	a
nauseous	negative	-0.5	a
nauseated	negative	-0.5	a
palsied	negative	-0.75	a
paralyzed	negative	-0.5	a
paralytic	negative	-0.5	a
paraplegic	negative	-0.625	a
rickety	negative	-0.25	a
rachitic	negative	-0.25	a
scrofulous	negative	-0.875	a
sneezy	positive	0.5	a
sneezy	negative	-0.125	a
spastic	negative	-0.5	a
tuberculous	negative	-0.625	a
tubercular	negative	-0.625	a
unhealed	negative	-0.5	a
upset	negative	-0.875	a
dank	negative	-0.25	a
clammy	negative	-0.25	a
soppy	positive	0.125	a
sodden	positive	0.125	a
humid	positive	0.25	a
sticky	positive	0.125	a
steamy	positive	0.125	a
muggy	positive	0.125	a
sloppy	negative	-0.25	a
showery	negative	-0.25	a
rainy	negative	-0.25	a
tacky	negative	-0.5	a
washed	negative	-0.25	a
dry	negative	-0.25	a
sunbaked	negative	-0.25	a
scorched	negative	-0.25	a
parched	negative	-0.25	a
baked	negative	-0.25	a
adust	negative	-0.25	a
air-dried	negative	-0.125	a
air-dry	negative	-0.625	a
waterless	negative	-0.375	a
arid	negative	-0.375	a
bone dry	negative	-0.625	a
bone-dry	negative	-0.625	a
dried-out	positive	0.625	a
desiccated	positive	0.625	a
dried	negative	-0.375	a
rainless	positive	0.125	a
rainless	negative	-0.25	a
semi-dry	negative	-0.375	a
thirsty	positive	0.25	a
wet	negative	-0.125	a
lactating	negative	-0.125	a
dry	negative	-0.375	a
dry	negative	-0.25	a
wheeled	negative	-0.125	a
wheelless	negative	-0.5	a
manual	negative	-0.25	a
wholesome	positive	0.625	a
wholesome	negative	-0.125	a
nutritive	positive	0.25	a
nutritious	positive	0.25	a
nutrient	positive	0.25	a
nourishing	positive	0.25	a
alimentary	positive	0.25	a
alimental	positive	0.25	a
heart-healthy	positive	0.375	a
heart-healthy	negative	-0.375	a
salubrious	positive	0.875	a
healthy	positive	0.875	a
good for you	positive	0.875	a
substantial	positive	0.25	a
square	positive	0.25	a
solid	positive	0.25	a
satisfying	positive	0.25	a
hearty	positive	0.25	a
organic	positive	0.375	a
salubrious	positive	0.5	a
unwholesome	positive	0.125	a
unwholesome	negative	-0.75	a
unhealthy	positive	0.375	a
unhealthy	negative	-0.5	a
unhealthful	positive	0.375	a
unhealthful	negative	-0.5	a
insalubrious	positive	0.375	a
insalubrious	negative	-0.5	a
jejune	positive	0.125	a
jejune	negative	-0.25	a
insubstantial	positive	0.125	a
insubstantial	negative	-0.25	a
morbid	negative	-0.5	a
vile	negative	-0.5	a
sickening	negative	-0.5	a
queasy	negative	-0.5	a
offensive	negative	-0.5	a
noisome	negative	-0.5	a
nauseous	negative	-0.5	a
nauseating	negative	-0.5	a
loathsome	negative	-0.5	a
wide	positive	0.25	a
wide	negative	-0.125	a
broad	positive	0.25	a
broad	negative	-0.125	a
beamy	positive	0.375	a
beamy	negative	-0.25	a
broad-brimmed	positive	0.375	a
fanlike	positive	0.125	a
fanlike	negative	-0.125	a
narrow	positive	0.25	a
narrow	negative	-0.25	a
narrowing	positive	0.375	a
narrowing	negative	-0.25	a
constrictive	positive	0.375	a
constrictive	negative	-0.25	a
constricting	positive	0.375	a
constricting	negative	-0.25	a
narrowed	negative	-0.125	a
narrow-mouthed	positive	0.125	a
thin	positive	0.125	a
slender	positive	0.125	a
strait	positive	0.25	a
strait	negative	-0.25	a
tapering	positive	0.25	a
tapered	positive	0.25	a
narrowing	positive	0.25	a
wide	positive	0.25	a
wide	negative	-0.25	a
comfortable	positive	0.25	a
narrow	negative	-0.125	a
marginal	negative	-0.375	a
bare	negative	-0.375	a
wieldy	negative	-0.5	a
unwieldy	positive	0.125	a
unmanageable	positive	0.125	a
ungainly	positive	0.125	a
ungainly	negative	-0.5	a
clumsy	positive	0.125	a
clumsy	negative	-0.5	a
bunglesome	positive	0.125	a
bunglesome	negative	-0.5	a
awkward	positive	0.125	a
awkward	negative	-0.5	a
cumbrous	positive	0.125	a
cumbrous	negative	-0.25	a
cumbersome	positive	0.125	a
cumbersome	negative	-0.25	a
wigged	negative	-0.5	a
wigless	negative	-0.625	a
willing	positive	0.5	a
consenting	positive	0.375	a
prepared	positive	0.125	a
inclined	positive	0.125	a
fain	positive	0.125	a
disposed	positive	0.125	a
happy	positive	0.5	a
glad	positive	0.5	a
ready	positive	0.5	a
willing and able	positive	0.25	a
willing and able	negative	-0.5	a
unwilling	negative	-0.75	a
reluctant	positive	0.125	a
reluctant	negative	-0.625	a
loth	positive	0.125	a
loth	negative	-0.625	a
loath	positive	0.125	a
loath	negative	-0.625	a
unwilled	positive	0.25	a
unwilled	negative	-0.375	a
unintentional	positive	0.25	a
unintentional	negative	-0.375	a
wing-shaped	negative	-0.125	a
aliform	negative	-0.125	a
alary	negative	-0.125	a
alar	negative	-0.125	a
slender-winged	positive	0.5	a
wingless	positive	0.125	a
wingless	negative	-0.125	a
apterous	negative	-0.125	a
apteral	negative	-0.125	a
flightless	negative	-0.5	a
wise	positive	0.625	a
omniscient	positive	0.5	a
all-knowing	positive	0.5	a
sapient	positive	0.625	a
sagacious	positive	0.625	a
perspicacious	positive	0.625	a
owlish	positive	0.375	a
owlish	negative	-0.25	a
sapiential	positive	0.375	a
sapiential	negative	-0.125	a
sage	positive	0.375	a
foolish	positive	0.625	a
ridiculous	positive	0.625	a
preposterous	positive	0.625	a
nonsensical	positive	0.625	a
ludicrous	positive	0.625	a
laughable	positive	0.625	a
idiotic	positive	0.625	a
derisory	positive	0.625	a
cockeyed	positive	0.625	a
absurd	positive	0.625	a
vacuous	positive	0.375	a
mindless	positive	0.375	a
inane	positive	0.375	a
fatuous	positive	0.375	a
asinine	positive	0.375	a
zany	negative	-0.375	a
whacky	negative	-0.375	a
wacky	negative	-0.375	a
silly	negative	-0.375	a
sappy	negative	-0.375	a
goofy	negative	-0.375	a
cockamamy	negative	-0.375	a
cockamamie	negative	-0.375	a
fond	positive	0.125	a
fond	negative	-0.5	a
mad	positive	0.375	a
mad	negative	-0.25	a
insane	positive	0.375	a
insane	negative	-0.25	a
harebrained	positive	0.375	a
harebrained	negative	-0.25	a
misguided	positive	0.25	a
misguided	negative	-0.375	a
ill-conceived	positive	0.25	a
ill-conceived	negative	-0.375	a
scatty	positive	0.125	a
scatty	negative	-0.5	a
scatterbrained	positive	0.125	a
scatterbrained	negative	-0.5	a
rattlepated	positive	0.125	a
rattlepated	negative	-0.5	a
rattlebrained	positive	0.125	a
rattlebrained	negative	-0.5	a
unwise	positive	0.375	a
unwise	negative	-0.25	a
wooded	negative	-0.25	a
brushy	negative	-0.125	a
bosky	negative	-0.125	a
brambly	negative	-0.5	a
braky	negative	-0.5	a
forested	negative	-0.25	a
overgrown	negative	-0.125	a
rushy	negative	-0.375	a
scrubby	negative	-0.125	a
scrabbly	negative	-0.125	a
thicket-forming	positive	0.25	a
thicket-forming	negative	-0.5	a
timbered	negative	-0.25	a
unwooded	negative	-0.25	a
treeless	negative	-0.25	a
unforested	negative	-0.625	a
nonwoody	negative	-0.625	a
herbaceous	negative	-0.125	a
squashy	negative	-0.5	a
pulpy	negative	-0.5	a
material	positive	0.125	a
worldly-minded	positive	0.5	a
worldly-minded	negative	-0.125	a
mercenary	positive	0.5	a
mercenary	negative	-0.125	a
materialistic	positive	0.5	a
materialistic	negative	-0.125	a
terrestrial	positive	0.25	a
mundane	positive	0.25	a
unworldly	positive	0.25	a
unworldly	negative	-0.375	a
hermitical	positive	0.375	a
hermitical	negative	-0.25	a
hermitic	positive	0.375	a
hermitic	negative	-0.25	a
eremitical	positive	0.375	a
eremitical	negative	-0.25	a
eremitic	positive	0.375	a
eremitic	negative	-0.25	a
anchoritic	positive	0.375	a
anchoritic	negative	-0.25	a
unearthly	positive	0.375	a
spiritual	positive	0.375	a
unmercenary	positive	0.5	a
unmercenary	negative	-0.125	a
braided	negative	-0.125	a
unwoven	negative	-0.125	a
worn	negative	-0.5	a
attrited	negative	-0.125	a
battered	negative	-0.75	a
clapped out	negative	-0.25	a
woebegone	negative	-0.375	a
run-down	negative	-0.375	a
flea-bitten	negative	-0.375	a
derelict	negative	-0.375	a
decrepit	negative	-0.375	a
creaky	negative	-0.375	a
eared	negative	-0.25	a
dog-eared	negative	-0.25	a
frayed	negative	-0.25	a
mangy	negative	-0.25	a
mangey	negative	-0.25	a
mothy	negative	-0.125	a
moth-eaten	negative	-0.125	a
ragged	negative	-0.125	a
worn-out	negative	-0.25	a
raddled	negative	-0.25	a
tatty	positive	0.375	a
tatty	negative	-0.25	a
shabby	positive	0.375	a
shabby	negative	-0.25	a
ratty	positive	0.375	a
ratty	negative	-0.25	a
moth-eaten	positive	0.375	a
moth-eaten	negative	-0.25	a
seedy	positive	0.125	a
seedy	negative	-0.375	a
scruffy	positive	0.125	a
scruffy	negative	-0.375	a
tattered	negative	-0.375	a
tatterdemalion	negative	-0.375	a
thumbed	negative	-0.375	a
wormy	negative	-0.125	a
worm-eaten	negative	-0.125	a
vermiculate	negative	-0.125	a
weatherworn	negative	-0.125	a
weathered	negative	-0.125	a
weather-beaten	negative	-0.125	a
well-worn	positive	0.25	a
well-worn	negative	-0.125	a
new	positive	0.25	a
unweathered	negative	-0.625	a
worthy	positive	0.875	a
praiseworthy	positive	0.625	a
laudable	positive	0.625	a
commendable	positive	0.625	a
applaudable	positive	0.625	a
creditable	positive	0.5	a
cum laude	positive	0.5	a
worth	positive	0.25	a
deserving	positive	0.25	a
model	positive	0.625	a
exemplary	positive	0.625	a
magna cum laude	positive	0.75	a
meritorious	positive	0.5	a
meritorious	negative	-0.25	a
meritable	positive	0.5	a
meritable	negative	-0.25	a
noteworthy	positive	0.375	a
notable	positive	0.375	a
quotable	positive	0.625	a
sacred	positive	0.75	a
summa cum laude	positive	0.5	a
valued	positive	0.75	a
precious	positive	0.75	a
worthful	positive	0.625	a
valuable	positive	0.625	a
worthwhile	positive	0.375	a
unworthy	positive	0.625	a
unworthy	negative	-0.25	a
unworthy	positive	0.125	a
unworthy	negative	-0.375	a
undeserving	positive	0.125	a
undeserving	negative	-0.375	a
unmerited	positive	0.25	a
unmerited	negative	-0.25	a
unmeritorious	positive	0.5	a
xeric	negative	-0.5	a
hydric	positive	0.125	a
hydric	negative	-0.5	a
hygrophytic	positive	0.125	a
hygrophytic	negative	-0.375	a
mesic	positive	0.125	a
mesic	negative	-0.375	a
mesophytic	positive	0.125	a
mesophytic	negative	-0.25	a
azonal	positive	0.125	a
azonal	negative	-0.25	a
azonic	negative	-0.5	a
unwebbed	negative	-0.125	a
reentrant	positive	0.125	a
re-entrant	positive	0.125	a
rh-negative	negative	-0.25	a
categorematic	positive	0.25	a
syncategorematic	negative	-0.375	a
pro-life	negative	-0.25	a
unbaptized	negative	-0.625	a
unbaptised	negative	-0.625	a
benign	negative	-0.75	a
malignant	positive	0.5	a
malignant	negative	-0.25	a
non-invertible	negative	-0.625	a
immunocompetent	negative	-0.75	a
immunodeficient	negative	-0.75	a
long-spurred	positive	0.5	a
shelled	negative	-0.25	a
hard-shelled	negative	-0.375	a
unshelled	negative	-0.25	a
shell-less	negative	-0.25	a
square-jawed	positive	0.125	a
smooth-skinned	positive	0.25	a
flowering	positive	0.125	a
nonflowering	positive	0.125	a
flowerless	positive	0.125	a
spore-bearing	positive	0.5	a
abatic	positive	0.125	a
abatic	negative	-0.375	a
abasic	positive	0.125	a
abasic	negative	-0.375	a
abient	positive	0.5	a
abient	negative	-0.25	a
achlorhydric	positive	0.125	a
achlorhydric	negative	-0.375	a
acidotic	positive	0.375	a
acidotic	negative	-0.125	a
acneiform	positive	0.125	a
acneiform	negative	-0.375	a
actinomycotic	negative	-0.125	a
aculeated	positive	0.375	a
aculeated	negative	-0.125	a
aculeate	positive	0.375	a
aculeate	negative	-0.125	a
adactylous	negative	-0.125	a
antheridial	positive	0.375	a
antheridial	negative	-0.125	a
antidotal	positive	0.375	a
antidotal	negative	-0.5	a
antiviral	positive	0.5	a
agonal	negative	-0.25	a
agranulocytic	negative	-0.25	a
alabastrine	positive	0.125	a
alabastrine	negative	-0.125	a
alabaster	positive	0.125	a
alabaster	negative	-0.125	a
albinotic	negative	-0.5	a
albinistic	negative	-0.5	a
albinic	negative	-0.5	a
albinal	negative	-0.5	a
algoid	positive	0.25	a
algoid	negative	-0.25	a
algolagnic	negative	-0.125	a
alkalotic	positive	0.25	a
alkalotic	negative	-0.125	a
allantoic	positive	0.375	a
allantoic	negative	-0.125	a
allergic	negative	-0.625	a
allometric	positive	0.125	a
allometric	negative	-0.125	a
allotropical	positive	0.375	a
allotropic	positive	0.375	a
amalgamative	negative	-0.625	a
amaurotic	negative	-0.25	a
amoeboid	negative	-0.125	a
ameboid	negative	-0.125	a
amethystine	positive	0.125	a
amethystine	negative	-0.125	a
amniotic	positive	0.25	a
amniotic	negative	-0.125	a
amnionic	positive	0.25	a
amnionic	negative	-0.125	a
amnic	positive	0.25	a
amnic	negative	-0.125	a
amoristic	positive	0.5	a
amygdaline	positive	0.25	a
anaclitic	positive	0.125	a
anagogical	negative	-0.25	a
anagogic	negative	-0.25	a
anarchistic	positive	0.125	a
anarchistic	negative	-0.25	a
anasarcous	negative	-0.75	a
anencephalous	negative	-0.5	a
anencephalic	negative	-0.5	a
anginous	negative	-0.5	a
anginose	negative	-0.5	a
anginal	negative	-0.5	a
anglophilic	positive	0.375	a
anglophilic	negative	-0.25	a
anglophobic	positive	0.375	a
anglophobic	negative	-0.25	a
anguine	positive	0.125	a
anicteric	positive	0.375	a
anicteric	negative	-0.375	a
anisometropic	positive	0.125	a
anoxemic	negative	-0.25	a
anoxic	negative	-0.375	a
anserine	positive	0.125	a
anserine	negative	-0.125	a
antitumour	negative	-0.25	a
antitumor	negative	-0.25	a
antineoplastic	negative	-0.25	a
anticancer	negative	-0.25	a
anuric	negative	-0.25	a
anuretic	negative	-0.25	a
anxiolytic	positive	0.5	a
aphakic	negative	-0.375	a
aphasic	negative	-0.375	a
apocalyptic	negative	-0.125	a
apoplectoid	positive	0.125	a
apoplectoid	negative	-0.25	a
apoplectiform	positive	0.125	a
apoplectiform	negative	-0.25	a
apothegmatical	positive	0.375	a
apothegmatical	negative	-0.25	a
apothegmatic	positive	0.375	a
apothegmatic	negative	-0.25	a
appalachian	positive	0.125	a
archaistic	positive	0.375	a
archaistic	negative	-0.5	a
archangelical	positive	0.25	a
archangelic	positive	0.25	a
archducal	negative	-0.25	a
archiepiscopal	positive	0.125	a
archepiscopal	positive	0.125	a
ascensional	positive	0.375	a
ascensional	negative	-0.5	a
asteriated	positive	0.625	a
stoloniferous	positive	0.125	a
stoloniferous	negative	-0.125	a
astomatal	negative	-0.25	a
stored-program	positive	0.375	a
asynergic	negative	-0.125	a
ataxic	positive	0.125	a
ataxic	negative	-0.375	a
atactic	positive	0.125	a
atactic	negative	-0.375	a
atonic	negative	-0.5	a
aural	positive	0.375	a
aural	negative	-0.25	a
autarkical	positive	0.375	a
autarkical	negative	-0.125	a
autarchical	positive	0.375	a
autarchical	negative	-0.125	a
autarchic	positive	0.375	a
autarchic	negative	-0.125	a
heterotrophic	negative	-0.25	a
avuncular	positive	0.5	a
avuncular	negative	-0.25	a
award-winning	positive	0.25	a
baboonish	positive	0.25	a
