term	valence	score
dud	positive	-0.5
duet	positive	0.4
dull	positive	-0.75
dullard	negative	-1
dumb	positive	-0.75
dumbass	negative	-1
dumber	positive	-0.8
dumbfound	positive	-0.6
dumbfounded	positive	-0.6
dumbfounding	positive	-0.6
dumbly	positive	-0.8
dummy	positive	-0.5
dummy proof	positive	1
dummyproof	positive	-0.25
dump	positive	-0.5
dumped	positive	-0.75
dumping	positive	-0.4
dumps	positive	-0.75
dunce	positive	-0.8
dungeon	positive	-0.5
dungeons	positive	-0.8
dupe	negative	-1
duped	positive	-0.8
duplicity	positive	-0.8
durability	positive	0.6
durable	positive	0.75
duress	positive	-0.6
dust	positive	-0.5
dusty	positive	-0.6
dutiful	positive	1
dwarfed	positive	-0.4
dwindling	positive	-0.6
dying	positive	-0.5
dynamic	positive	0.5
dysentery	negative	-1
dysfunction	negative	-1
eager	positive	0.75
eagerly	positive	0.8
eagerness	positive	0.75
earnest	positive	0.75
earnestly	positive	0.5
earnestness	positive	0.75
earshot	positive	-0.25
earsplitting	negative	-1
earthquake	positive	-0.5
ease	positive	0.75
eased	positive	0.6
easement	positive	0.6
eases	positive	0.6
easier	positive	0.8
easiest	positive	0.8
easiness	positive	0.8
easing	positive	0.6
easy	positive	0.8
easy to use	positive	1
easygoing	positive	0.5
eat	positive	0.6
eavesdropping	positive	-0.6
ebullience	positive	1
ebullient	positive	1
ebulliently	positive	1
eccentric	positive	0.4
eccentricities	positive	0.4
eccentricity	positive	0.4
ecenomical	positive	1
economic	positive	-0.25
economical	positive	0.6
economics	positive	-0.25
ecstasies	positive	0.8
ecstasy	positive	0.75
ecstatic	positive	0.75
ecstatically	positive	1
edged	positive	-0.25
edict	positive	-0.25
edification	positive	1
edify	positive	1
edited	positive	-0.25
editors	positive	-0.25
edits	positive	-0.25
educate	positive	0.8
educated	positive	0.75
educational	positive	0.8
eerie	negative	-1
eery	negative	-1
effective	positive	0.8
effectively	positive	0.5
effectiveness	positive	0.6
effectual	positive	0.8
effeminate	positive	-0.4
efficacious	positive	0.6
efficacy	positive	1
efficiency	positive	0.8
efficient	positive	0.75
efficiently	positive	1
effigy	negative	-1
effing	positive	-0.1
effortless	positive	0.8
effortlessly	positive	0.8
effrontery	positive	-0.25
effusion	positive	0.4
effusive	positive	0.4
effusively	positive	0.4
effusiveness	positive	0.4
ego	positive	-0.25
egocentric	negative	-1
egomania	negative	-1
egotism	negative	-1
egotistical	positive	-0.5
egotistically	negative	-1
egregious	positive	-0.5
egregiously	positive	-0.8
ejaculation	positive	-0.25
eject	positive	-0.1
ejected	positive	-0.1
ejection	positive	-0.6
elaboration	positive	0.6
elan	positive	1
elate	positive	0.4
elated	positive	1
elatedly	positive	0.6
elation	positive	0.5
elder	positive	0.4
elders	positive	0.4
elect	positive	0.6
election rigger	negative	-1
electrify	positive	1
electronics	positive	0.25
elegance	positive	0.5
elegant	positive	1
elegantly	positive	0.5
elevate	positive	0.6
elevating	positive	0.6
eligible	positive	0.8
eliminated	positive	-0.25
elimination	positive	-0.5
elite	positive	0.5
elixir	positive	-0.25
eloquence	positive	0.5
eloquent	positive	0.5
eloquently	positive	0.8
elucidate	positive	0.4
emaciated	positive	-0.75
emancipation	positive	0.4
emasculate	positive	-0.6
emasculation	positive	-0.25
embargo	positive	-0.8
embarrass	positive	-0.75
embarrassed	positive	-0.4
embarrasses	positive	-0.5
embarrassing	positive	-0.75
embarrassingly	positive	-0.5
embarrassment	positive	-0.5
embattled	positive	-0.8
embezzlement	negative	-1
embittered	positive	-0.5
emblem	positive	0.4
embolden	positive	0.8
embossed	positive	0.4
embrace	positive	0.5
embraces	positive	0.8
embroil	positive	-0.6
embroiled	positive	-0.5
embroilment	positive	-0.25
emergency	positive	-0.75
emeritus	positive	0.6
eminence	positive	0.5
eminent	positive	0.5
eminently	positive	0.4
empathetic	positive	0.6
empathize	positive	0.6
empathy	positive	0.5
emphatic	positive	-0.25
emphatically	positive	-0.25
empower	positive	0.5
empowerment	positive	1
emptiness	positive	-0.5
empty	positive	-0.25
emulate	positive	0.4
enable	positive	0.6
enabled	positive	0.6
enabler	positive	-0.4
enchant	positive	0.5
enchanted	positive	1
enchanting	positive	0.5
enchantingly	positive	1
encore	positive	0.6
encounter	positive	-0.25
encourage	positive	0.75
encouraged	positive	0.8
encouragement	positive	0.75
encourages	positive	0.6
encouraging	positive	1
encouragingly	positive	1
encroach	positive	-0.5
encroachment	positive	-0.5
encumbrance	negative	-1
endanger	positive	-0.5
endangered	negative	-1
endear	positive	0.8
endearing	positive	1
endeavor	positive	0.25
endemic	positive	-0.4
endorse	positive	0.5
endorsed	positive	0.5
endorsement	positive	0.5
endorses	positive	0.5
endorsing	positive	0.5
endow	positive	0.6
endowed	positive	0.6
endowment	positive	0.6
endurance	positive	0.6
endure	positive	0.25
enduring	positive	0.4
enemies	positive	-0.5
enemy	negative	-1
energetic	positive	0.75
energize	positive	1
energy efficient	positive	1
energy saving	positive	1
energyefficient	positive	1
energysaving	positive	1
enervate	positive	-0.25
enfeeble	negative	-1
enflame	positive	-0.8
enforcement	positive	-0.5
engage	positive	0.6
engaged	positive	0.6
engages	positive	0.6
engaging	positive	0.5
engrossed	positive	0.6
engrossing	positive	0.6
engulf	positive	-0.25
engulfing	positive	-0.25
enhance	positive	0.5
enhanced	positive	0.8
enhancement	positive	0.8
enhances	positive	0.8
enjoin	positive	-0.25
enjoy	positive	0.75
enjoyable	positive	1
enjoyably	positive	1
enjoyed	positive	1
enjoying	positive	0.75
enjoyment	positive	1
enjoys	positive	0.5
enlighten	positive	0.75
enlightened	positive	0.5
enlightening	positive	1
enlightenment	positive	0.75
enlightens	positive	1
enlist	positive	-0.25
enliven	positive	0.5
enmity	positive	-0.5
ennoble	positive	1
ennui	positive	-0.8
enough	positive	-0.25
enrage	positive	-0.5
enraged	positive	-0.75
enrages	negative	-1
enraging	positive	-0.5
enrapt	positive	1
enrapture	positive	0.5
enraptured	positive	1
enrich	positive	0.5
enrichment	positive	1
ensconced	positive	0.6
ensemble	positive	0.6
enslave	positive	-0.75
enslaved	positive	-0.5
enslavement	negative	-1
enslaves	positive	-0.8
ensure	positive	0.8
ensuring	positive	0.8
entangle	positive	-0.4
entangled	positive	-0.5
entanglement	positive	-0.5
enterprising	positive	0.75
entertain	positive	0.5
entertained	positive	0.5
entertaining	positive	0.75
entertainment	positive	0.8
entertains	positive	0.8
enthral	positive	1
enthrall	positive	1
enthralled	positive	1
enthuse	positive	1
enthusiasm	positive	0.75
enthusiasms	positive	1
enthusiast	positive	0.5
enthusiastic	positive	0.5
enthusiastically	positive	1
enthusiasts	positive	0.6
entice	positive	1
enticed	positive	1
enticing	positive	0.25
enticingly	positive	1
entitled	positive	-0.25
entitling	positive	-0.25
entity	positive	0.4
entrails	positive	-0.4
entranced	positive	0.6
entrancing	positive	0.6
entrap	negative	-1
entrapment	negative	-1
entrust	positive	0.6
entrusted	positive	0.6
enveloped	positive	-0.25
enviable	positive	1
enviably	positive	1
envies	positive	-0.8
envious	positive	-0.5
enviously	negative	-1
enviousness	negative	-1
envy	positive	-0.8
envying	positive	-0.8
epic	positive	0.8
epidemic	positive	-0.75
epilepsy	positive	-0.8
epitome	positive	-0.25
equaled	positive	0.6
equality	positive	0.8
equally	positive	0.6
equilibrium	positive	0.4
equitable	positive	0.8
equity	positive	1
equivocal	positive	-0.25
eradicate	positive	-0.6
eradication	positive	-0.6
erase	positive	-0.5
ergonomical	positive	0.25
erode	positive	-0.6
eroded	positive	-0.6
erodes	positive	-0.6
erosion	positive	-0.75
err	positive	-0.5
err free	positive	1
errand	positive	-0.4
errant	positive	-0.5
erratic	positive	-0.75
erratically	negative	-1
erroneous	positive	-0.75
erroneously	positive	-0.8
error	negative	-1
errors	positive	-0.75
erudite	positive	0.5
erupt	positive	-0.4
erupted	positive	-0.6
eruption	positive	-0.5
eruptions	positive	-0.6
escalate	positive	-0.4
escapade	negative	-1
escape	positive	-0.25
escapes	positive	-0.25
escaping	positive	-0.25
eschew	positive	-0.5
espionage	positive	-0.6
esprit	positive	0.8
essential	positive	0.6
established	positive	0.4
esteem	positive	0.6
esteemed	positive	0.8
esthetic	positive	0.4
estranged	positive	-0.5
ethical	positive	0.75
ethics	positive	0.4
eulogize	positive	1
euphoria	positive	0.5
euphoric	positive	0.75
euphorically	positive	0.8
euthanasia	positive	-0.4
evacuate	positive	-0.25
evacuation	positive	-0.5
evade	positive	-0.5
evaluative	positive	1
evaporated	positive	-0.25
evaporating	positive	-0.25
evasion	positive	-0.5
evasive	positive	-0.6
evenly	positive	0.4
eventful	positive	0.4
evergreen	positive	0.6
everlasting	positive	0.75
evict	negative	-1
eviction	positive	-0.5
evident	positive	0.5
evil	positive	-0.75
evildoer	negative	-1
evils	negative	-1
eviscerate	positive	-0.6
evocative	positive	-0.4
evolution	positive	0.25
exacerbate	positive	-0.5
exacerbation	positive	-0.8
exacting	positive	-0.25
exactingly	positive	0.25
exagerate	negative	-1
exagerated	negative	-1
exagerates	negative	-1
exaggerate	positive	-0.75
exaggerated	positive	-0.5
exaggerates	positive	-0.4
exaggerating	positive	-0.4
exaggeration	positive	-0.5
exalt	positive	0.5
exaltation	positive	0.5
exalted	positive	0.75
exaltedly	positive	0.25
exalting	positive	0.25
exaltingly	positive	1
examplar	positive	1
examplary	positive	1
exasperate	negative	-1
exasperated	negative	-1
exasperating	negative	-1
exasperatingly	negative	-1
exasperation	positive	-0.75
excallent	positive	1
excavated	positive	0.25
excavation	positive	-0.25
excavations	positive	-0.25
exceed	positive	0.5
exceeded	positive	0.4
exceeding	positive	0.4
exceedingly	positive	0.6
exceeds	positive	0.5
excel	positive	0.75
exceled	positive	1
excelent	positive	1
excellant	positive	1
excelled	positive	0.8
excellence	positive	0.75
excellency	positive	1
excellent	positive	1
excellently	positive	1
excels	positive	1
exceptional	positive	0.5
exceptionally	positive	1
excess	positive	-0.25
excessive	positive	-0.8
excessively	positive	-0.8
exchange	positive	0.25
excitable	positive	0.6
excitation	positive	0.6
excite	positive	0.75
excited	positive	0.75
excitedly	positive	0.8
excitedness	positive	1
excitement	positive	1
excites	positive	0.6
exciting	positive	0.75
excitingly	positive	0.6
exclude	positive	-0.8
excluded	positive	-0.5
excluding	positive	-0.8
exclusion	positive	-0.75
excoriate	positive	-0.8
excrement	positive	-0.8
excruciating	positive	-0.5
excruciatingly	positive	-0.5
excursions	positive	0.4
excuse	positive	-0.75
excused	positive	-0.25
excuses	positive	-0.5
execrate	positive	-0.8
execution	negative	-1
executioner	positive	-0.8
exellent	positive	1
exemplar	positive	0.8
exemplary	positive	0.5
exempt	positive	-0.25
exemption	positive	-0.25
exhaust	positive	-0.5
exhausted	positive	-0.75
exhausting	negative	-1
exhaustion	positive	-0.5
exhausts	positive	-0.8
exhilarate	positive	1
exhilarated	positive	1
exhilarates	positive	1
exhilarating	positive	0.5
exhilaratingly	positive	1
exhilaration	positive	0.5
exhorbitant	negative	-1
exhort	positive	-0.1
exhortation	positive	0.8
exigent	positive	-0.25
exile	positive	-0.5
exonerate	positive	0.25
exonerated	positive	0.8
exonerates	positive	0.8
exonerating	positive	0.8
exorbitant	positive	-0.6
exorbitantance	negative	-1
exorbitantly	positive	-0.25
exorcism	positive	-0.6
exotic	positive	0.6
expand	positive	0.1
expands	positive	0.4
expanses	positive	0.4
expansive	positive	0.4
expatriate	positive	-0.4
expect	positive	0.4
expectantly	positive	0.4
expectation	positive	0.25
expedient	positive	0.25
expedite	positive	0.25
expedition	positive	0.6
expeditiously	positive	0.6
expel	positive	-0.75
expelled	positive	-0.6
expelling	positive	-0.6
expels	positive	-0.6
expend	positive	-0.25
expenditure	positive	-0.25
expenses	positive	-0.25
expensive	positive	-0.25
experienced	positive	0.6
expert	positive	0.6
expert advice	positive	1
expertise	positive	0.5
expertly	positive	0.8
expire	positive	-0.5
expired	positive	-0.5
expletive	positive	-0.4
explicit	positive	-0.25
explode	positive	-0.5
explodes	positive	-0.6
exploit	positive	-0.5
exploitation	negative	-1
exploited	positive	-0.5
exploiting	positive	-0.5
exploits	negative	-1
exploration	positive	0.5
explorations	positive	0.4
explorer	positive	0.6
exploring	positive	0.6
explosion	positive	-0.6
explosions	positive	-0.6
explosive	positive	-0.5
expose	positive	-0.4
exposed	positive	-0.5
exposes	positive	-0.4
exposing	positive	-0.4
expressionless	positive	-0.6
expropriate	positive	-0.6
expropriation	positive	-0.5
expulse	negative	-1
expulsion	positive	-0.8
expunge	positive	-0.6
exquisite	positive	0.5
exquisitely	positive	0.75
extend	positive	0.5
extends	positive	0.4
extensive	positive	0.5
exterminate	positive	-0.5
extermination	positive	-0.5
extinct	positive	-0.5
extinguish	positive	-0.75
extinguished	positive	-0.25
extol	positive	0.4
extoll	positive	1
extort	negative	-1
extortion	negative	-1
extra	positive	0.4
extraneous	positive	-0.25
extraordinarily	positive	0.8
extraordinary	positive	0.75
extravagance	positive	0.4
extravagances	positive	0.4
extravagant	positive	0.4
extravagantly	positive	0.4
extremism	positive	-0.4
extremist	positive	-0.6
extremists	positive	-0.6
extremity	positive	-0.25
extricate	positive	0.4
extricated	positive	0.4
exuberance	positive	0.5
exuberant	positive	0.5
exuberantly	positive	0.8
exult	positive	0.4
exultant	positive	0.5
exultantly	positive	0.4
exultation	positive	0.4
exultingly	positive	0.4
eye catch	positive	1
eye catching	positive	1
eyecatch	positive	1
eyecatching	positive	1
eyesore	negative	-1
fabricate	positive	-0.5
fabricated	positive	-0.6
fabrication	positive	-0.5
fabrications	positive	-0.6
fabulous	positive	0.5
fabulously	positive	1
facedown	positive	-0.6
facetious	negative	-1
facetiously	negative	-1
facilitate	positive	0.25
facts	positive	0.4
fad	positive	-0.25
fade	positive	-0.6
fag	positive	-0.8
faggot	positive	-0.8
faggots	positive	-0.8
fail	positive	-0.75
failed	positive	-0.5
failing	positive	-0.75
fails	positive	-0.5
failure	positive	-0.75
failures	positive	-0.5
faint	positive	-0.8
fainthearted	positive	-0.5
fainting	positive	-0.5
fair	positive	0.75
fairly	positive	0.5
fairness	positive	0.6
faith	positive	1
faithful	positive	0.75
faithfully	positive	0.5
faithfulness	positive	1
faithless	positive	-0.5
fake	positive	-0.75
faked	positive	-0.8
fakes	positive	-0.8
faking	positive	-0.5
fall	positive	-0.25
fallacies	positive	-0.8
fallacious	positive	-0.5
fallaciously	negative	-1
fallaciousness	negative	-1
fallacy	positive	-0.5
fallen	positive	-0.5
fallible	positive	-0.8
falling	positive	-0.75
fallout	positive	-0.5
fallow	positive	-0.6
falls	positive	-0.25
FALSE	positive	-0.6
falsehood	positive	-0.5
falsely	positive	-0.5
falsification	negative	-1
falsified	negative	-1
falsify	positive	-0.75
falsity	positive	-0.8
falter	positive	-0.75
faltered	positive	-0.8
fame	positive	0.75
famed	positive	0.8
familiar	positive	0.8
familiarity	positive	0.8
famine	positive	-0.5
famished	positive	-0.5
famous	positive	0.5
famously	positive	0.5
fanatic	positive	-0.5
fanatical	positive	-0.4
fanatically	positive	-0.4
fanaticism	positive	-0.6
fanatics	positive	-0.6
fancier	positive	0.25
fanciful	positive	0.8
fancinating	positive	1
fancy	positive	0.5
fanfare	positive	0.5
fans	positive	0.6
fantasized	positive	0.6
fantastic	positive	0.75
fantastically	positive	0.6
fantasy	positive	0.5
far fetched	negative	-1
farce	positive	-0.75
farcical	positive	-0.5
farcical yet provocative	negative	-1
farcically	positive	-0.25
farfetched	positive	-0.8
fascinate	positive	0.5
fascinated	positive	0.6
fascinates	positive	0.6
fascinating	positive	0.75
fascinatingly	positive	0.6
fascination	positive	0.5
fascism	negative	-1
fascist	positive	-0.5
fascists	negative	-1
fashionable	positive	0.5
fashionably	positive	0.8
fast	positive	1
fast growing	positive	1
fast paced	positive	1
faster	positive	0.6
fastest	positive	0.6
fastest growing	positive	1
fastestgrowing	positive	0.6
fastgrowing	positive	0.6
fastidious	negative	-1
fastidiously	positive	-0.4
fasting	positive	-0.25
fastpaced	positive	0.6
fastuous	negative	-1
fat	positive	-0.5
fat cat	negative	-1
fat cats	negative	-1
fatal	positive	-0.5
fatalistic	positive	-0.8
fatalistically	positive	-0.8
fatalities	negative	-1
fatality	positive	-0.5
fatally	negative	-1
fatcat	negative	-1
fatcats	negative	-1
fate	positive	-0.25
fateful	negative	-1
fatefully	negative	-1
fatherhood	positive	0.6
fatherly	positive	0.6
fathomless	negative	-1
fatigue	negative	-1
fatigued	positive	-0.75
fatigues	positive	-0.8
fatiguing	negative	-1
fatique	negative	-1
fatten	positive	-0.4
fatty	positive	-0.5
fatuity	positive	-0.25
fatuous	positive	-0.6
fatuously	positive	-0.6
fault	positive	-0.5
faultless	positive	0.25
faults	positive	-0.5
faulty	positive	-0.5
fav	positive	1
fave	positive	1
favor	positive	0.6
favorable	positive	0.5
favored	positive	0.5
favoring	positive	0.8
favorite	positive	0.75
favorited	positive	1
favorites	positive	0.8
favoritism	positive	-0.4
favors	positive	0.6
favour	positive	1
fawn	positive	-0.25
fawningly	positive	-0.25
faze	positive	-0.25
fear	positive	-0.75
fearful	negative	-1
fearfully	positive	-0.5
fearing	positive	-0.75
